Year,Sport,Country,Medal Rank,Medal
1924,Bobsled,Switzerland,1,gold
1924,Bobsled,Britain,2,silver
1924,Bobsled,Belgium,3,bronze
1924,Cross-Country Skiing,Norway,1,gold
1924,Cross-Country Skiing,Norway,2,silver
1924,Cross-Country Skiing,Finland,3,bronze
1924,Cross-Country Skiing,Norway,1,gold
1924,Cross-Country Skiing,Norway,2,silver
1924,Cross-Country Skiing,Norway,3,bronze
1924,Curling,Britain,1,gold
1924,Curling,Sweden,2,silver
1924,Curling,France,3,bronze
1924,Figure Skating,Sweden,1,gold
1924,Figure Skating,Austria,2,silver
1924,Figure Skating,Switzerland,3,bronze
1924,Figure Skating,Austria,1,gold
1924,Figure Skating,Finland,2,silver
1924,Figure Skating,France,3,bronze
1924,Figure Skating,Austria,1,gold
1924,Figure Skating,United States,2,silver
1924,Figure Skating,Britain,3,bronze
1924,Ice Hockey,Canada,1,gold
1924,Ice Hockey,United States,2,silver
1924,Ice Hockey,Britain,3,bronze
1924,Biathlon,Switzerland,1,gold
1924,Biathlon,Finland,2,silver
1924,Biathlon,France,3,bronze
1924,Nordic Combined,Norway,1,gold
1924,Nordic Combined,Norway,2,silver
1924,Nordic Combined,Norway,3,bronze
1924,Ski Jumping,Norway,1,gold
1924,Ski Jumping,Norway,2,silver
1924,Ski Jumping,United States,3,bronze
1924,Speedskating,United States,1,gold
1924,Speedskating,Norway,2,silver
1924,Speedskating,Norway,3,bronze
1924,Speedskating,Finland,3,bronze
1924,Speedskating,Finland,1,gold
1924,Speedskating,Norway,2,silver
1924,Speedskating,Norway,3,bronze
1924,Speedskating,Finland,1,gold
1924,Speedskating,Finland,2,silver
1924,Speedskating,Norway,3,bronze
1924,Speedskating,Finland,1,gold
1924,Speedskating,Finland,2,silver
1924,Speedskating,Norway,3,bronze
1924,Speedskating,Finland,1,gold
1924,Speedskating,Norway,2,silver
1924,Speedskating,Finland,3,bronze
1928,Bobsled,United States,1,gold
1928,Bobsled,United States,2,silver
1928,Bobsled,Germany,3,bronze
1928,Cross-Country Skiing,Norway,1,gold
1928,Cross-Country Skiing,Norway,2,silver
1928,Cross-Country Skiing,Norway,3,bronze
1928,Cross-Country Skiing,Sweden,1,gold
1928,Cross-Country Skiing,Sweden,2,silver
1928,Cross-Country Skiing,Sweden,3,bronze
1928,Figure Skating,Sweden,1,gold
1928,Figure Skating,Austria,2,silver
1928,Figure Skating,Belgium,3,bronze
1928,Figure Skating,France,1,gold
1928,Figure Skating,Austria,2,silver
1928,Figure Skating,Austria,3,bronze
1928,Figure Skating,Norway,1,gold
1928,Figure Skating,Austria,2,silver
1928,Figure Skating,United States,3,bronze
1928,Ice Hockey,Canada,1,gold
1928,Ice Hockey,Sweden,2,silver
1928,Ice Hockey,Switzerland,3,bronze
1928,Nordic Combined,Norway,1,gold
1928,Nordic Combined,Norway,2,silver
1928,Nordic Combined,Norway,3,bronze
1928,Skeleton,United States,1,gold
1928,Skeleton,United States,2,silver
1928,Skeleton,Britain,3,bronze
1928,Ski Jumping,Norway,1,gold
1928,Ski Jumping,Norway,2,silver
1928,Ski Jumping,Czechoslovakia,3,bronze
1928,Speedskating,Norway,1,gold
1928,Speedskating,Finland,1,gold
1928,Speedskating,United States,3,bronze
1928,Speedskating,Finland,3,bronze
1928,Speedskating,Norway,3,bronze
1928,Speedskating,Finland,1,gold
1928,Speedskating,Norway,2,silver
1928,Speedskating,Norway,3,bronze
1928,Speedskating,Norway,1,gold
1928,Speedskating,Finland,2,silver
1928,Speedskating,Norway,3,bronze
1932,Bobsled,United States,1,gold
1932,Bobsled,Switzerland,2,silver
1932,Bobsled,United States,3,bronze
1932,Bobsled,United States,1,gold
1932,Bobsled,United States,2,silver
1932,Bobsled,Germany,3,bronze
1932,Cross-Country Skiing,Sweden,1,gold
1932,Cross-Country Skiing,Sweden,2,silver
1932,Cross-Country Skiing,Finland,3,bronze
1932,Cross-Country Skiing,Finland,1,gold
1932,Cross-Country Skiing,Finland,2,silver
1932,Cross-Country Skiing,Norway,3,bronze
1932,Figure Skating,Austria,1,gold
1932,Figure Skating,Sweden,2,silver
1932,Figure Skating,Canada,3,bronze
1932,Figure Skating,France,1,gold
1932,Figure Skating,United States,2,silver
1932,Figure Skating,Hungary,3,bronze
1932,Figure Skating,Norway,1,gold
1932,Figure Skating,Austria,2,silver
1932,Figure Skating,United States,3,bronze
1932,Ice Hockey,Canada,1,gold
1932,Ice Hockey,United States,2,silver
1932,Ice Hockey,Germany,3,bronze
1932,Nordic Combined,Norway,1,gold
1932,Nordic Combined,Norway,2,silver
1932,Nordic Combined,Norway,3,bronze
1932,Ski Jumping,Norway,1,gold
1932,Ski Jumping,Norway,2,silver
1932,Ski Jumping,Norway,3,bronze
1932,Speedskating,United States,1,gold
1932,Speedskating,Norway,2,silver
1932,Speedskating,Canada,3,bronze
1932,Speedskating,United States,1,gold
1932,Speedskating,Canada,2,silver
1932,Speedskating,Canada,3,bronze
1932,Speedskating,United States,1,gold
1932,Speedskating,United States,2,silver
1932,Speedskating,Canada,3,bronze
1932,Speedskating,United States,1,gold
1932,Speedskating,Norway,2,silver
1932,Speedskating,Canada,3,bronze
1936,Alpine Skiing,Germany,1,gold
1936,Alpine Skiing,Germany,2,silver
1936,Alpine Skiing,France,3,bronze
1936,Alpine Skiing,Germany,1,gold
1936,Alpine Skiing,Germany,2,silver
1936,Alpine Skiing,Norway,3,bronze
1936,Bobsled,United States,1,gold
1936,Bobsled,Switzerland,2,silver
1936,Bobsled,United States,3,bronze
1936,Bobsled,Switzerland,1,gold
1936,Bobsled,Switzerland,2,silver
1936,Bobsled,Britain,3,bronze
1936,Cross-Country Skiing,Sweden,1,gold
1936,Cross-Country Skiing,Norway,2,silver
1936,Cross-Country Skiing,Finland,3,bronze
1936,Cross-Country Skiing,Sweden,1,gold
1936,Cross-Country Skiing,Sweden,2,silver
1936,Cross-Country Skiing,Sweden,3,bronze
1936,Cross-Country Skiing,Finland,1,gold
1936,Cross-Country Skiing,Norway,2,silver
1936,Cross-Country Skiing,Sweden,3,bronze
1936,Figure Skating,Austria,1,gold
1936,Figure Skating,Germany,2,silver
1936,Figure Skating,Austria,3,bronze
1936,Figure Skating,Germany,1,gold
1936,Figure Skating,Austria,2,silver
1936,Figure Skating,Hungary,3,bronze
1936,Figure Skating,Norway,1,gold
1936,Figure Skating,Britain,2,silver
1936,Figure Skating,Sweden,3,bronze
1936,Ice Hockey,Britain,1,gold
1936,Ice Hockey,Canada,2,silver
1936,Ice Hockey,United States,3,bronze
1936,Nordic Combined,Norway,1,gold
1936,Nordic Combined,Norway,2,silver
1936,Nordic Combined,Norway,3,bronze
1936,Ski Jumping,Norway,1,gold
1936,Ski Jumping,Sweden,2,silver
1936,Ski Jumping,Norway,3,bronze
1936,Speedskating,Norway,1,gold
1936,Speedskating,Norway,2,silver
1936,Speedskating,United States,3,bronze
1936,Speedskating,Norway,1,gold
1936,Speedskating,Norway,2,silver
1936,Speedskating,Finland,3,bronze
1936,Speedskating,Norway,1,gold
1936,Speedskating,Finland,2,silver
1936,Speedskating,Finland,3,bronze
1936,Speedskating,Norway,1,gold
1936,Speedskating,Finland,2,silver
1936,Speedskating,Austria,3,bronze
1948,Alpine Skiing,France,1,gold
1948,Alpine Skiing,Austria,2,silver
1948,Alpine Skiing,Switzerland,3,bronze
1948,Alpine Skiing,Switzerland,3,bronze
1948,Alpine Skiing,Switzerland,1,gold
1948,Alpine Skiing,France,2,silver
1948,Alpine Skiing,France,3,bronze
1948,Alpine Skiing,France,1,gold
1948,Alpine Skiing,Switzerland,2,silver
1948,Alpine Skiing,France,3,bronze
1948,Alpine Skiing,Switzerland,1,gold
1948,Alpine Skiing,Austria,2,silver
1948,Alpine Skiing,Austria,3,bronze
1948,Alpine Skiing,United States,1,gold
1948,Alpine Skiing,Switzerland,2,silver
1948,Alpine Skiing,Austria,3,bronze
1948,Alpine Skiing,Austria,1,gold
1948,Alpine Skiing,United States,2,silver
1948,Alpine Skiing,Austria,3,bronze
1948,Bobsled,Switzerland,1,gold
1948,Bobsled,Switzerland,2,silver
1948,Bobsled,United States,3,bronze
1948,Bobsled,United States,1,gold
1948,Bobsled,Belgium,2,silver
1948,Bobsled,United States,3,bronze
1948,Cross-Country Skiing,Sweden,1,gold
1948,Cross-Country Skiing,Sweden,2,silver
1948,Cross-Country Skiing,Sweden,3,bronze
1948,Cross-Country Skiing,Sweden,1,gold
1948,Cross-Country Skiing,Sweden,2,silver
1948,Cross-Country Skiing,Finland,3,bronze
1948,Cross-Country Skiing,Sweden,1,gold
1948,Cross-Country Skiing,Finland,2,silver
1948,Cross-Country Skiing,Norway,3,bronze
1948,Figure Skating,United States,1,gold
1948,Figure Skating,Switzerland,2,silver
1948,Figure Skating,Austria,3,bronze
1948,Figure Skating,Belgium,1,gold
1948,Figure Skating,Hungary,2,silver
1948,Figure Skating,Canada,3,bronze
1948,Figure Skating,Canada,1,gold
1948,Figure Skating,Austria,2,silver
1948,Figure Skating,Britain,3,bronze
1948,Ice Hockey,Canada,1,gold
1948,Ice Hockey,Czechoslovakia,2,silver
1948,Ice Hockey,Switzerland,3,bronze
1948,Nordic Combined,Finland,1,gold
1948,Nordic Combined,Finland,2,silver
1948,Nordic Combined,Sweden,3,bronze
1948,Skeleton,Italy,1,gold
1948,Skeleton,United States,2,silver
1948,Skeleton,Britain,3,bronze
1948,Ski Jumping,Norway,1,gold
1948,Ski Jumping,Norway,2,silver
1948,Ski Jumping,Norway,3,bronze
1948,Speedskating,Norway,1,gold
1948,Speedskating,United States,2,silver
1948,Speedskating,Norway,2,silver
1948,Speedskating,United States,2,silver
1948,Speedskating,Norway,1,gold
1948,Speedskating,Sweden,2,silver
1948,Speedskating,Norway,3,bronze
1948,Speedskating,Norway,1,gold
1948,Speedskating,Norway,2,silver
1948,Speedskating,Sweden,3,bronze
1948,Speedskating,Sweden,1,gold
1948,Speedskating,Finland,2,silver
1948,Speedskating,Finland,3,bronze
1952,Alpine Skiing,Italy,1,gold
1952,Alpine Skiing,Austria,2,silver
1952,Alpine Skiing,Austria,3,bronze
1952,Alpine Skiing,Norway,1,gold
1952,Alpine Skiing,Austria,2,silver
1952,Alpine Skiing,Austria,3,bronze
1952,Alpine Skiing,Austria,1,gold
1952,Alpine Skiing,Norway,2,silver
1952,Alpine Skiing,Norway,3,bronze
1952,Alpine Skiing,Austria,1,gold
1952,Alpine Skiing,Germany,2,silver
1952,Alpine Skiing,Italy,3,bronze
1952,Alpine Skiing,United States,1,gold
1952,Alpine Skiing,Austria,2,silver
1952,Alpine Skiing,Germany,3,bronze
1952,Alpine Skiing,United States,1,gold
1952,Alpine Skiing,Germany,2,silver
1952,Alpine Skiing,Germany,3,bronze
1952,Bobsled,Germany,1,gold
1952,Bobsled,United States,2,silver
1952,Bobsled,Switzerland,3,bronze
1952,Bobsled,Germany,1,gold
1952,Bobsled,United States,2,silver
1952,Bobsled,Switzerland,3,bronze
1952,Cross-Country Skiing,Norway,1,gold
1952,Cross-Country Skiing,Finland,2,silver
1952,Cross-Country Skiing,Finland,3,bronze
1952,Cross-Country Skiing,Finland,1,gold
1952,Cross-Country Skiing,Finland,2,silver
1952,Cross-Country Skiing,Norway,3,bronze
1952,Cross-Country Skiing,Finland,1,gold
1952,Cross-Country Skiing,Norway,2,silver
1952,Cross-Country Skiing,Sweden,3,bronze
1952,Cross-Country Skiing,Finland,1,gold
1952,Cross-Country Skiing,Finland,2,silver
1952,Cross-Country Skiing,Finland,3,bronze
1952,Figure Skating,United States,1,gold
1952,Figure Skating,Austria,2,silver
1952,Figure Skating,United States,3,bronze
1952,Figure Skating,Germany,1,gold
1952,Figure Skating,United States,2,silver
1952,Figure Skating,Hungary,3,bronze
1952,Figure Skating,Britain,1,gold
1952,Figure Skating,United States,2,silver
1952,Figure Skating,France,3,bronze
1952,Ice Hockey,Canada,1,gold
1952,Ice Hockey,United States,2,silver
1952,Ice Hockey,Sweden,3,bronze
1952,Nordic Combined,Norway,1,gold
1952,Nordic Combined,Finland,2,silver
1952,Nordic Combined,Norway,3,bronze
1952,Ski Jumping,Norway,1,gold
1952,Ski Jumping,Norway,2,silver
1952,Ski Jumping,Sweden,3,bronze
1952,Speedskating,United States,1,gold
1952,Speedskating,United States,2,silver
1952,Speedskating,Canada,3,bronze
1952,Speedskating,Norway,3,bronze
1952,Speedskating,Norway,1,gold
1952,Speedskating,Netherlands,2,silver
1952,Speedskating,Norway,3,bronze
1952,Speedskating,Norway,1,gold
1952,Speedskating,Netherlands,2,silver
1952,Speedskating,Norway,3,bronze
1952,Speedskating,Norway,1,gold
1952,Speedskating,Netherlands,2,silver
1952,Speedskating,Sweden,3,bronze
1956,Alpine Skiing,Austria,1,gold
1956,Alpine Skiing,Switzerland,2,silver
1956,Alpine Skiing,Austria,3,bronze
1956,Alpine Skiing,Austria,1,gold
1956,Alpine Skiing,Austria,2,silver
1956,Alpine Skiing,Austria,3,bronze
1956,Alpine Skiing,Austria,1,gold
1956,Alpine Skiing,Japan,2,silver
1956,Alpine Skiing,Sweden,3,bronze
1956,Alpine Skiing,Switzerland,1,gold
1956,Alpine Skiing,Switzerland,2,silver
1956,Alpine Skiing,Canada,3,bronze
1956,Alpine Skiing,Germany,1,gold
1956,Alpine Skiing,Austria,2,silver
1956,Alpine Skiing,Austria,3,bronze
1956,Alpine Skiing,Switzerland,1,gold
1956,Alpine Skiing,Austria,2,silver
1956,Alpine Skiing,Soviet Union,3,bronze
1956,Bobsled,Italy,1,gold
1956,Bobsled,Italy,2,silver
1956,Bobsled,Switzerland,3,bronze
1956,Bobsled,Switzerland,1,gold
1956,Bobsled,Italy,2,silver
1956,Bobsled,United States,3,bronze
1956,Cross-Country Skiing,Norway,1,gold
1956,Cross-Country Skiing,Sweden,2,silver
1956,Cross-Country Skiing,Soviet Union,3,bronze
1956,Cross-Country Skiing,Finland,1,gold
1956,Cross-Country Skiing,Sweden,2,silver
1956,Cross-Country Skiing,Soviet Union,3,bronze
1956,Cross-Country Skiing,Sweden,1,gold
1956,Cross-Country Skiing,Finland,2,silver
1956,Cross-Country Skiing,Soviet Union,3,bronze
1956,Cross-Country Skiing,Soviet Union,1,gold
1956,Cross-Country Skiing,Finland,2,silver
1956,Cross-Country Skiing,Sweden,3,bronze
1956,Cross-Country Skiing,Soviet Union,1,gold
1956,Cross-Country Skiing,Soviet Union,2,silver
1956,Cross-Country Skiing,Sweden,3,bronze
1956,Cross-Country Skiing,Finland,1,gold
1956,Cross-Country Skiing,Soviet Union,2,silver
1956,Cross-Country Skiing,Sweden,3,bronze
1956,Figure Skating,United States,1,gold
1956,Figure Skating,United States,2,silver
1956,Figure Skating,United States,3,bronze
1956,Figure Skating,Austria,1,gold
1956,Figure Skating,Canada,2,silver
1956,Figure Skating,Hungary,3,bronze
1956,Figure Skating,United States,1,gold
1956,Figure Skating,United States,2,silver
1956,Figure Skating,Austria,3,bronze
1956,Ice Hockey,Soviet Union,1,gold
1956,Ice Hockey,United States,2,silver
1956,Ice Hockey,Canada,3,bronze
1956,Nordic Combined,Norway,1,gold
1956,Nordic Combined,Sweden,2,silver
1956,Nordic Combined,Poland,3,bronze
1956,Ski Jumping,Finland,1,gold
1956,Ski Jumping,Finland,2,silver
1956,Ski Jumping,Germany,3,bronze
1956,Speedskating,Soviet Union,1,gold
1956,Speedskating,Soviet Union,2,silver
1956,Speedskating,Norway,3,bronze
1956,Speedskating,Soviet Union,1,gold
1956,Speedskating,Soviet Union,1,gold
1956,Speedskating,Finland,3,bronze
1956,Speedskating,Soviet Union,1,gold
1956,Speedskating,Sweden,2,silver
1956,Speedskating,Soviet Union,3,bronze
1956,Speedskating,Sweden,1,gold
1956,Speedskating,Norway,2,silver
1956,Speedskating,Soviet Union,3,bronze
1960,Alpine Skiing,France,1,gold
1960,Alpine Skiing,Germany,2,silver
1960,Alpine Skiing,France,3,bronze
1960,Alpine Skiing,Switzerland,1,gold
1960,Alpine Skiing,Austria,2,silver
1960,Alpine Skiing,Austria,3,bronze
1960,Alpine Skiing,Austria,1,gold
1960,Alpine Skiing,Austria,2,silver
1960,Alpine Skiing,France,3,bronze
1960,Alpine Skiing,Germany,1,gold
1960,Alpine Skiing,United States,2,silver
1960,Alpine Skiing,Austria,3,bronze
1960,Alpine Skiing,Switzerland,1,gold
1960,Alpine Skiing,United States,2,silver
1960,Alpine Skiing,Italy,3,bronze
1960,Alpine Skiing,Canada,1,gold
1960,Alpine Skiing,United States,2,silver
1960,Alpine Skiing,Germany,3,bronze
1960,Biathlon,Sweden,1,gold
1960,Biathlon,Finland,2,silver
1960,Biathlon,Soviet Union,3,bronze
1960,Cross-Country Skiing,Norway,1,gold
1960,Cross-Country Skiing,Sweden,2,silver
1960,Cross-Country Skiing,Finland,3,bronze
1960,Cross-Country Skiing,Sweden,1,gold
1960,Cross-Country Skiing,Sweden,2,silver
1960,Cross-Country Skiing,Soviet Union,3,bronze
1960,Cross-Country Skiing,Finland,1,gold
1960,Cross-Country Skiing,Finland,2,silver
1960,Cross-Country Skiing,Sweden,3,bronze
1960,Cross-Country Skiing,Finland,1,gold
1960,Cross-Country Skiing,Norway,2,silver
1960,Cross-Country Skiing,Soviet Union,3,bronze
1960,Cross-Country Skiing,Soviet Union,1,gold
1960,Cross-Country Skiing,Soviet Union,2,silver
1960,Cross-Country Skiing,Soviet Union,3,bronze
1960,Cross-Country Skiing,Sweden,1,gold
1960,Cross-Country Skiing,Soviet Union,2,silver
1960,Cross-Country Skiing,Finland,3,bronze
1960,Figure Skating,United States,1,gold
1960,Figure Skating,Czechoslovakia,2,silver
1960,Figure Skating,Canada,3,bronze
1960,Figure Skating,Canada,1,gold
1960,Figure Skating,Germany,2,silver
1960,Figure Skating,United States,3,bronze
1960,Figure Skating,United States,1,gold
1960,Figure Skating,Netherlands,2,silver
1960,Figure Skating,United States,3,bronze
1960,Ice Hockey,United States,1,gold
1960,Ice Hockey,Canada,2,silver
1960,Ice Hockey,Soviet Union,3,bronze
1960,Nordic Combined,Germany,1,gold
1960,Nordic Combined,Norway,2,silver
1960,Nordic Combined,Soviet Union,3,bronze
1960,Ski Jumping,Germany,1,gold
1960,Ski Jumping,Finland,2,silver
1960,Ski Jumping,Austria,3,bronze
1960,Speedskating,Soviet Union,1,gold
1960,Speedskating,United States,2,silver
1960,Speedskating,Soviet Union,3,bronze
1960,Speedskating,Norway,1,gold
1960,Speedskating,Soviet Union,1,gold
1960,Speedskating,Soviet Union,3,bronze
1960,Speedskating,Soviet Union,1,gold
1960,Speedskating,Norway,2,silver
1960,Speedskating,Netherlands,3,bronze
1960,Speedskating,Norway,1,gold
1960,Speedskating,Soviet Union,2,silver
1960,Speedskating,Sweden,3,bronze
1960,Speedskating,Germany,1,gold
1960,Speedskating,Soviet Union,2,silver
1960,Speedskating,United States,3,bronze
1960,Speedskating,Soviet Union,1,gold
1960,Speedskating,Germany,2,silver
1960,Speedskating,Soviet Union,3,bronze
1960,Speedskating,Soviet Union,1,gold
1960,Speedskating,Poland,2,silver
1960,Speedskating,Poland,3,bronze
1960,Speedskating,Soviet Union,1,gold
1960,Speedskating,Soviet Union,2,silver
1960,Speedskating,Finland,3,bronze
1964,Alpine Skiing,Austria,1,gold
1964,Alpine Skiing,France,2,silver
1964,Alpine Skiing,Germany,3,bronze
1964,Alpine Skiing,France,1,gold
1964,Alpine Skiing,Austria,2,silver
1964,Alpine Skiing,Austria,3,bronze
1964,Alpine Skiing,Austria,1,gold
1964,Alpine Skiing,United States,2,silver
1964,Alpine Skiing,United States,3,bronze
1964,Alpine Skiing,Austria,1,gold
1964,Alpine Skiing,Austria,2,silver
1964,Alpine Skiing,Austria,3,bronze
1964,Alpine Skiing,France,1,gold
1964,Alpine Skiing,France,2,silver
1964,Alpine Skiing,United States,2,silver
1964,Alpine Skiing,France,1,gold
1964,Alpine Skiing,France,2,silver
1964,Alpine Skiing,United States,3,bronze
1964,Biathlon,Soviet Union,1,gold
1964,Biathlon,Soviet Union,2,silver
1964,Biathlon,Norway,3,bronze
1964,Bobsled,Britain,1,gold
1964,Bobsled,Italy,2,silver
1964,Bobsled,Italy,3,bronze
1964,Bobsled,Canada,1,gold
1964,Bobsled,Austria,2,silver
1964,Bobsled,Italy,3,bronze
1964,Cross-Country Skiing,Finland,1,gold
1964,Cross-Country Skiing,Norway,2,silver
1964,Cross-Country Skiing,Sweden,3,bronze
1964,Cross-Country Skiing,Finland,1,gold
1964,Cross-Country Skiing,Norway,2,silver
1964,Cross-Country Skiing,Soviet Union,3,bronze
1964,Cross-Country Skiing,Sweden,1,gold
1964,Cross-Country Skiing,Sweden,2,silver
1964,Cross-Country Skiing,Finland,3,bronze
1964,Cross-Country Skiing,Sweden,1,gold
1964,Cross-Country Skiing,Finland,2,silver
1964,Cross-Country Skiing,Soviet Union,3,bronze
1964,Cross-Country Skiing,Soviet Union,1,gold
1964,Cross-Country Skiing,Finland,2,silver
1964,Cross-Country Skiing,Soviet Union,3,bronze
1964,Cross-Country Skiing,Soviet Union,1,gold
1964,Cross-Country Skiing,Soviet Union,2,silver
1964,Cross-Country Skiing,Soviet Union,3,bronze
1964,Cross-Country Skiing,Soviet Union,1,gold
1964,Cross-Country Skiing,Sweden,2,silver
1964,Cross-Country Skiing,Finland,3,bronze
1964,Figure Skating,Germany,1,gold
1964,Figure Skating,France,2,silver
1964,Figure Skating,United States,3,bronze
1964,Figure Skating,Soviet Union,1,gold
1964,Figure Skating,Germany,2,silver
1964,Figure Skating,Netherlands,1,gold
1964,Figure Skating,Austria,2,silver
1964,Figure Skating,Canada,3,bronze
1964,Ice Hockey,Soviet Union,1,gold
1964,Ice Hockey,Sweden,2,silver
1964,Ice Hockey,Czechoslovakia,3,bronze
1964,Luge,Germany,1,gold
1964,Luge,Germany,2,silver
1964,Luge,Germany,3,bronze
1964,Luge,Austria,1,gold
1964,Luge,Austria,2,silver
1964,Luge,Italy,3,bronze
1964,Luge,Germany,1,gold
1964,Luge,Germany,2,silver
1964,Luge,Austria,3,bronze
1964,Nordic Combined,Norway,1,gold
1964,Nordic Combined,Soviet Union,2,silver
1964,Nordic Combined,Germany,3,bronze
1964,Ski Jumping,Finland,1,gold
1964,Ski Jumping,Norway,2,silver
1964,Ski Jumping,Norway,3,bronze
1964,Ski Jumping,Norway,1,gold
1964,Ski Jumping,Finland,2,silver
1964,Ski Jumping,Norway,3,bronze
1964,Speedskating,United States,1,gold
1964,Speedskating,Norway,2,silver
1964,Speedskating,Soviet Union,2,silver
1964,Speedskating,Soviet Union,2,silver
1964,Speedskating,Soviet Union,1,gold
1964,Speedskating,Netherlands,2,silver
1964,Speedskating,Norway,3,bronze
1964,Speedskating,Norway,1,gold
1964,Speedskating,Norway,2,silver
1964,Speedskating,Norway,3,bronze
1964,Speedskating,Sweden,1,gold
1964,Speedskating,Norway,2,silver
1964,Speedskating,Norway,3,bronze
1964,Speedskating,Soviet Union,1,gold
1964,Speedskating,Soviet Union,2,silver
1964,Speedskating,Soviet Union,3,bronze
1964,Speedskating,Soviet Union,1,gold
1964,Speedskating,Soviet Union,2,silver
1964,Speedskating,Finland,3,bronze
1964,Speedskating,Soviet Union,1,gold
1964,Speedskating,Finland,2,silver
1964,Speedskating,Soviet Union,3,bronze
1964,Speedskating,Soviet Union,1,gold
1964,Speedskating,North Korea,2,silver
1964,Speedskating,Soviet Union,2,silver
1968,Alpine Skiing,France,1,gold
1968,Alpine Skiing,France,2,silver
1968,Alpine Skiing,Switzerland,3,bronze
1968,Alpine Skiing,France,1,gold
1968,Alpine Skiing,Switzerland,2,silver
1968,Alpine Skiing,Austria,3,bronze
1968,Alpine Skiing,France,1,gold
1968,Alpine Skiing,Austria,2,silver
1968,Alpine Skiing,Austria,3,bronze
1968,Alpine Skiing,Austria,1,gold
1968,Alpine Skiing,France,2,silver
1968,Alpine Skiing,Austria,3,bronze
1968,Alpine Skiing,Canada,1,gold
1968,Alpine Skiing,France,2,silver
1968,Alpine Skiing,Switzerland,3,bronze
1968,Alpine Skiing,France,1,gold
1968,Alpine Skiing,Canada,2,silver
1968,Alpine Skiing,France,3,bronze
1968,Biathlon,Norway,1,gold
1968,Biathlon,Soviet Union,2,silver
1968,Biathlon,Soviet Union,3,bronze
1968,Biathlon,Soviet Union,1,gold
1968,Biathlon,Norway,2,silver
1968,Biathlon,Sweden,3,bronze
1968,Bobsled,Italy,1,gold
1968,Bobsled,West Germany,2,silver
1968,Bobsled,Romania,3,bronze
1968,Bobsled,Italy,1,gold
1968,Bobsled,Austria,2,silver
1968,Bobsled,Switzerland,3,bronze
1968,Cross-Country Skiing,Norway,1,gold
1968,Cross-Country Skiing,Finland,2,silver
1968,Cross-Country Skiing,Sweden,3,bronze
1968,Cross-Country Skiing,Italy,1,gold
1968,Cross-Country Skiing,Norway,2,silver
1968,Cross-Country Skiing,Finland,3,bronze
1968,Cross-Country Skiing,Norway,1,gold
1968,Cross-Country Skiing,Soviet Union,2,silver
1968,Cross-Country Skiing,Switzerland,3,bronze
1968,Cross-Country Skiing,Norway,1,gold
1968,Cross-Country Skiing,Sweden,2,silver
1968,Cross-Country Skiing,Finland,3,bronze
1968,Cross-Country Skiing,Sweden,1,gold
1968,Cross-Country Skiing,Soviet Union,2,silver
1968,Cross-Country Skiing,Soviet Union,3,bronze
1968,Cross-Country Skiing,Sweden,1,gold
1968,Cross-Country Skiing,Norway,2,silver
1968,Cross-Country Skiing,Norway,3,bronze
1968,Cross-Country Skiing,Norway,1,gold
1968,Cross-Country Skiing,Sweden,2,silver
1968,Cross-Country Skiing,Soviet Union,3,bronze
1968,Figure Skating,Austria,1,gold
1968,Figure Skating,United States,2,silver
1968,Figure Skating,France,3,bronze
1968,Figure Skating,Soviet Union,1,gold
1968,Figure Skating,Soviet Union,2,silver
1968,Figure Skating,West Germany,3,bronze
1968,Figure Skating,United States,1,gold
1968,Figure Skating,East Germany,2,silver
1968,Figure Skating,Czechoslovakia,3,bronze
1968,Ice Hockey,Soviet Union,1,gold
1968,Ice Hockey,Czechoslovakia,2,silver
1968,Ice Hockey,Canada,3,bronze
1968,Luge,Austria,1,gold
1968,Luge,East Germany,2,silver
1968,Luge,East Germany,3,bronze
1968,Luge,East Germany,1,gold
1968,Luge,Austria,2,silver
1968,Luge,West Germany,3,bronze
1968,Luge,Italy,1,gold
1968,Luge,West Germany,2,silver
1968,Luge,West Germany,3,bronze
1968,Nordic Combined,West Germany,1,gold
1968,Nordic Combined,Switzerland,2,silver
1968,Nordic Combined,East Germany,3,bronze
1968,Ski Jumping,Czechoslovakia,1,gold
1968,Ski Jumping,Austria,2,silver
1968,Ski Jumping,Austria,3,bronze
1968,Ski Jumping,Soviet Union,1,gold
1968,Ski Jumping,Czechoslovakia,2,silver
1968,Ski Jumping,Norway,3,bronze
1968,Speedskating,West Germany,1,gold
1968,Speedskating,United States,2,silver
1968,Speedskating,Norway,2,silver
1968,Speedskating,Netherlands,1,gold
1968,Speedskating,Norway,2,silver
1968,Speedskating,Netherlands,2,silver
1968,Speedskating,Norway,1,gold
1968,Speedskating,Netherlands,2,silver
1968,Speedskating,Netherlands,3,bronze
1968,Speedskating,Sweden,1,gold
1968,Speedskating,Norway,2,silver
1968,Speedskating,Sweden,3,bronze
1968,Speedskating,Soviet Union,1,gold
1968,Speedskating,United States,2,silver
1968,Speedskating,United States,2,silver
1968,Speedskating,United States,2,silver
1968,Speedskating,Netherlands,1,gold
1968,Speedskating,Soviet Union,2,silver
1968,Speedskating,United States,3,bronze
1968,Speedskating,Finland,1,gold
1968,Speedskating,Netherlands,2,silver
1968,Speedskating,Netherlands,3,bronze
1968,Speedskating,Netherlands,1,gold
1968,Speedskating,Finland,2,silver
1968,Speedskating,Netherlands,3,bronze
